"hostname","ifname","timeslot","max_metric_value","mean_metric_value"
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 09:00:00",206595593.84406778,195213956.14137265
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 11:00:00",204571690.79689234,204571690.79689234
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 12:00:00",275099252.8977778,251838691.09980845
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 13:00:00",217604249.80645162,210942260.70514137
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 14:00:00",262907652.70011148,239843758.3067854
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 15:00:00",235054864.4365256,227352208.91206422
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 16:00:00",244025538.87750557,239051061.73897055
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 17:00:00",263075740.88542825,243396525.9937119
nl-xy-switch-01,GigabitEthernet10/0/2,"2025-07-22 18:00:00",234492591.36818686,214657472.86553124
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 13:00:00",54524667.669966996,43840836.35099877
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 14:00:00",57309355.86666667,41386432.252709955
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 15:00:00",52886050.48,44439610.88771214
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 16:00:00",51260368.346666664,41788054.8573817
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 17:00:00",41969407.73421927,35853254.88923238
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 18:00:00",63631925.04575163,43924781.83411916
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 19:00:00",54859158.64451827,35128152.4128012
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 20:00:00",40585746.469798654,30435364.62158855
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 21:00:00",42326087.07284768,33432726.10240347
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 22:00:00",38498200.266666666,30951931.003433537
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-19 23:00:00",42531891.66555184,28787714.631640613
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 00:00:00",36403251.67123288,29339497.776496623
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 01:00:00",30584149.333333332,24071870.34045218
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 02:00:00",35732722.24,20585657.82855749
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 03:00:00",13769843.072847683,10750222.962743206
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 04:00:00",14420079.326599326,8985037.434670739
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 05:00:00",15956331.130434783,10942896.65862877
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 06:00:00",19343452.02614379,13855699.746716747
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 07:00:00",23102807.405405406,18332029.290601198
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 08:00:00",37247571.275167786,27755919.748737305
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 09:00:00",33559684.255892254,27409338.675557304
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 10:00:00",41905310.88741722,31523923.91209052
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 11:00:00",41929357.315436244,32236618.064120103
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 12:00:00",41765212.77852349,35262943.977467686
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 13:00:00",45309618.03484321,34883636.05374305
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 14:00:00",38212526.96949153,32677985.866583806
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 15:00:00",56432194.09836066,39155332.852572955
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 16:00:00",44796318.72425249,35213803.71071504
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 17:00:00",49008211.59731544,31214422.177272
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 18:00:00",30773110.895622894,25629344.799245078
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 19:00:00",34368246.41610738,24475088.934560787
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 20:00:00",40254020.52525253,29309002.982283637
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 21:00:00",38010406.94039735,30900162.364386518
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 22:00:00",40023080.346666664,33276344.584755603
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-20 23:00:00",39506967,30077168.452332236
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 00:00:00",34710256.45791246,27582603.161963105
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 01:00:00",27226716.81081081,22084891.730645806
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 02:00:00",23051272.989966556,13450081.522577176
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 03:00:00",12252108.16,9938886.652432304
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 04:00:00",11191067.093333334,8828138.76954099
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 05:00:00",14596246.281879194,10913574.939523278
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 06:00:00",13553502.785478547,9173599.470742526
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 07:00:00",15079050.424242424,11490051.319861725
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 08:00:00",17848526.067114092,13993394.094144424
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 09:00:00",19801995.546666667,14873538.44148491
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 10:00:00",27054148.273972604,18719285.97603521
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 11:00:00",26710151.43624161,20038483.62324863
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 12:00:00",27149641.51864407,22492764.20572655
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 13:00:00",26627343.738562092,21198849.830368392
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 14:00:00",28896265.23905724,22443040.9148966
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 15:00:00",29886857.97993311,23386901.852928538
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 16:00:00",25694575.41528239,20733664.532809038
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 17:00:00",30105247.81270903,23792549.406798273
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 18:00:00",43485961.64784053,27268994.24417883
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 19:00:00",31992448.26936027,22333793.780279484
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 20:00:00",40571303.84210526,22608136.78058692
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 21:00:00",33962721.40397351,25255905.533078697
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 22:00:00",37220988.37583893,27058063.95364791
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-21 23:00:00",27305589.95221843,21063693.453211997
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 00:00:00",36273590.06711409,26096324.32951665
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 01:00:00",54568876.251572326,38642934.90836012
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 02:00:00",40634457.0738255,26358334.90259184
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 03:00:00",29643924.54054054,19093255.99670461
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 04:00:00",35645871.7027027,14354726.304492965
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 05:00:00",22010935.055737704,12453538.20730742
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 06:00:00",12310031.758389262,9066960.28244458
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 07:00:00",16376853.820689656,10618219.036151096
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 08:00:00",20617035.626666665,14406909.36978613
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 09:00:00",28208786.408026755,22152673.072336927
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 10:00:00",37023730.63973064,20176342.357941717
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 11:00:00",28415657.386666667,22957321.831179447
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 12:00:00",30148197.298013244,22796031.899175804
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 13:00:00",40212930.83278689,28421989.782756068
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 14:00:00",33852080.83501683,24934204.026371393
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 15:00:00",28301557.952861954,23666815.431196272
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 16:00:00",30528183.81144781,24791435.22410362
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 17:00:00",27077191.761589404,22972213.698514074
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 18:00:00",28157718.1986755,22704388.359652236
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 19:00:00",30900813.023255814,25168126.76390353
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 20:00:00",42754109.09090909,25824425.175243873
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 21:00:00",31751966.34576271,25037312.44481971
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 22:00:00",41729081.35099338,27595980.295265757
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-22 23:00:00",33792083.355704695,24986850.81501221
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 00:00:00",27505195.893333334,20237440.59569019
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 01:00:00",23437266.165016502,13798693.924292304
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 02:00:00",16178978.263157895,10877155.995618572
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 03:00:00",12899231.763934426,9081602.973440602
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 04:00:00",11113387.838926174,8125358.511731489
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 05:00:00",18336566.08,9691833.08347564
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 06:00:00",31025852.746666666,17374762.687621024
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 07:00:00",36071237.16216216,27106074.394803066
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 08:00:00",37257553.29801325,30368497.550529383
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 09:00:00",56978079.38666666,44036303.050059795
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 10:00:00",56829308.06644518,43539415.4116377
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 11:00:00",54942593.158249155,41150209.303816415
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 12:00:00",67285923.85478547,48167551.33404643
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 13:00:00",56956815.56902357,45978779.326754145
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 14:00:00",61150573.76,47981105.93268716
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 15:00:00",62734149.217391305,45622242.43411545
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 16:00:00",52074135.62416107,41974347.79593652
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 17:00:00",45546841.89041096,35074064.65134603
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 18:00:00",45291267.085324235,29687666.477943175
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 19:00:00",32706343.946127947,23935639.62601319
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 20:00:00",31076328.746666666,24632585.893635202
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 21:00:00",37333681.46179402,24496902.942026876
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 22:00:00",47551253.430463575,30122572.552615564
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-23 23:00:00",29602102.933333334,25040475.559765305
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 00:00:00",26236465.108108107,20586616.41875533
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 01:00:00",35734296.74666667,19605754.165999044
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 02:00:00",18317089.509933773,13780771.612260733
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 03:00:00",42142143.4054054,19688874.086718854
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 04:00:00",24543392.426666666,15596861.050885666
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 05:00:00",29819826.94080997,17952365.698841978
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 06:00:00",35368966.18930041,18339840.87465884
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 07:00:00",32198051.21070234,22039831.70731466
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 08:00:00",47326145.36912752,35827567.998195365
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 09:00:00",37030276.794701986,29908988.29640387
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 10:00:00",39094186.30136986,31280143.87562499
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 11:00:00",52685843.47474747,35837038.68555375
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 12:00:00",42443429.484949835,34299886.62858657
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 13:00:00",59623268.01320132,41011078.24300845
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 14:00:00",47978208.53872054,37569113.008602865
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 15:00:00",52071059.56721312,37189723.170714386
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 16:00:00",49390847.7852349,37886290.81165461
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 17:00:00",38944800.637873754,31252475.48010431
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 18:00:00",32388284.91891892,24906919.558037017
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 19:00:00",31364816.34551495,24726737.40018312
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 20:00:00",31794430.53820598,26663549.002457075
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 21:00:00",34978472.05387206,28106065.672130432
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 22:00:00",30163398.21639344,23464923.56269679
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-24 23:00:00",63867971.8700361,32457155.76586344
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 00:00:00",58758581.966555186,29663437.84410919
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 01:00:00",20643969.298013244,14416352.275531223
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 02:00:00",16742930.543046357,12029522.546173662
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 03:00:00",10043526.635451505,8624626.140453445
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 04:00:00",11127458.445182724,8594853.678014029
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 05:00:00",19978009.6,13157321.35431521
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 06:00:00",16760865.685618728,12665584.251512555
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 07:00:00",29761468.66894198,20461016.11988192
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 08:00:00",49003734.341137126,30561707.214908864
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 09:00:00",39001413.12956811,31026052.56144756
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 10:00:00",48190813.27090301,40244871.62791559
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 11:00:00",68407589.76430976,46694070.21029604
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 12:00:00",51846916.078431375,42560896.104455374
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 13:00:00",53882768.10810811,38864289.07926043
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 14:00:00",57377953.3645485,42311221.91104352
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 15:00:00",62370792.51178451,43290205.42745154
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 16:00:00",46380159.20819113,34628483.002375335
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 17:00:00",48121349.64548495,32509731.840400834
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 18:00:00",31219391.093333334,24878214.51258202
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 19:00:00",34679550.61333334,27693651.5667068
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 20:00:00",43890555.98662207,25411076.33329016
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 21:00:00",33248361.063122924,22740963.681205243
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 22:00:00",43378562.39202658,29421821.999830704
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-25 23:00:00",42076190.27609427,29098185.867050882
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-26 00:00:00",31425936.909698997,20711374.027358796
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-26 01:00:00",26534040.933333334,16856769.986421626
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-26 02:00:00",32260223.3089701,18501865.875838786
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-26 03:00:00",16916712.086021505,9022775.622304905
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-27 10:00:00",1130508.2130210267,1130508.2130210267
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 12:00:00",28521533.83006536,21089002.996074982
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 13:00:00",36397212.5,24536018.13470215
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 14:00:00",33550747.973154362,24500736.872401923
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 15:00:00",47553890.89932886,31299430.747320026
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 16:00:00",64291567.91919192,51791849.03674592
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 17:00:00",60162691.797979794,36013180.29627766
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 18:00:00",39664186.41311476,29078749.388524868
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 19:00:00",52644795.93311037,30070144.551760957
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 20:00:00",53154300.32786885,40667573.174145505
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 21:00:00",84284691.87878788,63079566.16072876
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 22:00:00",70007959.25083612,60562210.110417426
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-28 23:00:00",70254047.86622074,57333162.65233511
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 00:00:00",55844971.28947368,46447757.09505116
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 01:00:00",55193621.03703704,33196292.33547599
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 02:00:00",29120271.946666665,17713130.335166696
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 03:00:00",28822081.493333332,17056135.725639313
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 04:00:00",26226396.518272426,17314810.70364532
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 05:00:00",21808455.89473684,16443527.361870654
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 06:00:00",32279468.387959868,18842070.626623586
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 07:00:00",20473992.503311258,15341320.353150634
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 08:00:00",23184475.841059603,16135774.181410884
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 09:00:00",28986011.226229507,20154681.156651787
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 10:00:00",44837604.81605351,24647676.942949306
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 11:00:00",39328193.63758389,26846172.99696504
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 12:00:00",38133152.43589743,27621092.617633305
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 13:00:00",37612840.77333333,28465601.482933853
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 14:00:00",43926774.341137126,29238980.09140641
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 15:00:00",35503600.34899329,29198261.740761593
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 16:00:00",47176954.41860465,28749916.168873243
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 17:00:00",50580272.46302251,29446549.04306154
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 18:00:00",42359255.89261745,33235999.592507422
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 19:00:00",38466326.22818792,30699823.573230777
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 20:00:00",40846870.06622516,27569218.390121154
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 21:00:00",65950433.21452145,48482833.70247658
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 22:00:00",58094428.45033113,49276780.45087661
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-29 23:00:00",58401657.946666665,45749707.10675506
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 00:00:00",61435952.43097643,50574875.372662105
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 01:00:00",55952253.946666665,29923982.920446962
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 02:00:00",30086889.249169435,20922105.82047085
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 03:00:00",24950395.673469387,18746823.52777168
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 04:00:00",22728688.451827243,17545110.04830918
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 05:00:00",32909768.95681063,17348278.7192008
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 06:00:00",32536262.990033224,20614768.12985019
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 07:00:00",34040878.49158249,25551315.217465308
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 08:00:00",48734637.65789474,37606710.15545331
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 09:00:00",51148015.08108108,41499845.42074224
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 10:00:00",73248211.67213115,28032023.50990441
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 11:00:00",72401960.2440678,46801457.08844005
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 12:00:00",54513341.201320134,46551736.55913367
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 13:00:00",64310930.68438538,48606924.42222268
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 14:00:00",54883366.18666667,45345041.43527094
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 15:00:00",61337303.00336701,52079449.43188828
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 16:00:00",63325497.17725752,44112711.99735438
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 17:00:00",58606626.859016396,40128978.98516304
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 18:00:00",52163361.21212121,37312813.41277923
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 19:00:00",50483940.05298013,35352441.75529313
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 20:00:00",49310065.97333334,29696906.392247982
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 21:00:00",59554746.445182726,51646203.976793244
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 22:00:00",63315290.979865775,50935950.90036291
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-06-30 23:00:00",52410472.13333333,45186116.26819304
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 00:00:00",142111334.22801304,65047642.697354734
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 01:00:00",66112378.79194631,45562362.94426402
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 02:00:00",37867318.73825503,26754808.297861643
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 03:00:00",31161196.322147653,24085797.83899624
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 04:00:00",31866532.941979524,19394814.023858543
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 05:00:00",35040423.2,20237580.61237197
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 06:00:00",35154614.10666667,21879699.27553811
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 07:00:00",45213542.44816054,28660267.660012785
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 08:00:00",55497591.0367893,43282594.94507423
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 09:00:00",65854854.6894198,44623563.28443296
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 10:00:00",70795502.09150326,51902738.645604506
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 11:00:00",68522128.44884488,52740375.649710946
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 12:00:00",60918920.930232555,44244610.90287497
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 13:00:00",61355768.216216214,47884602.21928971
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 14:00:00",68949414.76923077,54306108.005742244
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 15:00:00",64620512.18791946,53954615.165350415
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 16:00:00",59149635.17288136,45063907.3330239
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 17:00:00",48468705.49659864,33702215.94206676
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 18:00:00",46961989.03010034,33977644.70626052
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 19:00:00",33633257.3645485,28975299.744205393
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 20:00:00",59555124.88448845,41318242.99535888
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 21:00:00",225883735.8410596,109652552.05449852
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 22:00:00",226269874.7837838,188247390.39360765
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-01 23:00:00",230367147.04,202567563.1304663
nl-xy-switch-01,GigabitEthernet10/1/3,"2025-07-02 00:00:00",189455418.01993355,72841492.75022054
