"hostname","ifname","timeslot","max_metric_value","mean_metric_value"
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 18:00:00",3602898066.369338,2738728074.8560605
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 19:00:00",3571507015.4063606,2987427878.081156
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 20:00:00",3709255866.4113474,3151051326.846223
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 21:00:00",4609809188.941176,3654349030.5735474
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 22:00:00",4614693782.465306,3430194266.133701
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-09 23:00:00",3248266747.5973153,2596881512.4301147
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 00:00:00",2373857059.274021,1815016307.022471
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 01:00:00",1671776176.5170069,1332692873.9576995
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 02:00:00",1316991093.2696245,1055569575.8878759
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 03:00:00",1042268488.1714286,874124189.2972848
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 04:00:00",1001885095.1944444,835318166.0261396
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 05:00:00",1228400780.054054,944844946.8540688
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 06:00:00",1021679192.72,893129379.4337151
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 07:00:00",1015259026.9066666,880223329.6819919
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 08:00:00",1226688717.36,1008034612.9686149
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 09:00:00",2146304789.3333333,1542652016.443315
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 10:00:00",1388829945.284281,1209586765.2928011
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 11:00:00",1601412777.68,1349699262.6188076
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 12:00:00",1695976765.1371238,1409998690.2603018
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 13:00:00",1693257839.3557048,1496376571.0570638
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 14:00:00",1895975954.702341,1504677823.4968252
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 15:00:00",1806968181.054054,1547271064.7930336
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 16:00:00",2406732587.7475085,1902684493.8405783
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 17:00:00",2341732966.8227425,1996003392.9709811
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 18:00:00",2889925749.508197,2432967504.950174
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 19:00:00",3415319577.5686274,2782059034.7917747
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 20:00:00",4040068008.939597,3144951822.0923057
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 21:00:00",4547005688.64,3378917289.6089973
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 22:00:00",4613494537.10164,3253364174.6325417
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-10 23:00:00",3283376501.737374,2543560379.9089613
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 00:00:00",2260629886.324324,1846800079.1278691
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 01:00:00",1625377887.1705685,1396661927.105181
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 02:00:00",1367797315.7583892,1089301760.2754319
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 03:00:00",1377444614.9832776,1024916366.4167078
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 04:00:00",1040193807.3535353,769681415.3080493
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 05:00:00",757908845.0498339,675418276.6223915
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 06:00:00",1020099354.9403974,790645492.6646174
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 07:00:00",1059821544,908258814.7810876
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 08:00:00",1273688396.88,1055212265.4694248
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 09:00:00",1716329157.4693878,1199059563.268928
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 10:00:00",1763209246.7027028,1321361631.7398727
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 11:00:00",2036714847.2508361,1653449383.8279607
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 12:00:00",1934352425.6700337,1481430464.346553
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 13:00:00",1858305244.1388888,1564923028.7787793
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 14:00:00",1818882368.88,1529915700.2454553
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 15:00:00",2955992981.7534246,2124217037.4880009
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 16:00:00",2104069323.0830564,1864550597.9354937
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 17:00:00",2278155572.5637584,1995029751.8391924
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 18:00:00",2729698396.9127517,2286629054.9255676
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 19:00:00",2959967954.568562,2477819567.1508207
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 20:00:00",3330139886.5503354,2886497283.044607
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 21:00:00",3606857220.4916945,3034864494.91748
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 22:00:00",3766337608.8294315,3217440650.2015905
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-11 23:00:00",3230943907.9731545,2668467320.9688096
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 00:00:00",2384387597.2972975,1976223897.015604
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 01:00:00",2688001549.062295,1697360088.4138634
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 02:00:00",2090062118.6666667,1505278577.0308592
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 03:00:00",1089537224.2408028,891142884.2575262
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 04:00:00",982756532.2416108,789358357.6726217
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 05:00:00",784445395.4324324,663469637.2908263
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 06:00:00",813802368.3733333,695233274.5414786
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 07:00:00",1102448532.4768212,887683680.0722413
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 08:00:00",1402285063.2108843,1151434089.4562867
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 09:00:00",1934444962.7919464,1403702007.705006
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 10:00:00",1579060956.2133334,1387355789.0286727
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 11:00:00",2813032618.7744107,1867762523.9196184
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 12:00:00",2377319650.6488295,1601017395.1544888
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 13:00:00",1847955154.738255,1580359737.6617591
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 14:00:00",1882978302.7326732,1604648306.5909684
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 15:00:00",2106567322.4533334,1761742448.4011252
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 16:00:00",2229211052.6868687,1824804903.3483486
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 17:00:00",2478532642.3010035,2006245094.398139
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 18:00:00",2874225052.675676,2253806641.329302
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 19:00:00",3086953715.8157897,2465707791.0678687
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 20:00:00",3224920395.3898306,2744983618.8608932
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 21:00:00",3390054905.5353537,2909810302.0354934
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 22:00:00",3332937237.010101,2877194445.7093067
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-12 23:00:00",2991422981.986755,2579375545.538251
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 00:00:00",2607696326.9351535,1966398786.4673636
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 01:00:00",1922361727.438127,1610478028.1576152
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 02:00:00",1966918331.6363637,1351262446.5264764
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 03:00:00",1371775882.381271,994359619.4536405
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 04:00:00",981931554.8266667,833183310.3885237
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 05:00:00",892314938.2389078,777970885.7211955
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 06:00:00",819365625.918919,704030745.564907
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 07:00:00",939667931.0033222,799740013.498722
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 08:00:00",1522724359.28,1095454302.0191638
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 09:00:00",2258471067.7171717,1701618600.7968037
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 10:00:00",2070193995.7567568,1778210955.5086653
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 11:00:00",2313366891.7066665,1842553222.1908996
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 12:00:00",2353287572.826667,2011635692.8613405
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 13:00:00",2406330390.5135136,2080512896.1432798
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 14:00:00",2469003558.4266667,2137033055.3510523
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 15:00:00",2978228346.266667,2240386513.931039
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 16:00:00",2622596316.41196,2270896171.770348
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 17:00:00",3495706998.2525597,2486115020.889359
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 18:00:00",3117696489.5945945,2648389220.869926
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 19:00:00",3243177173.12,2834878220.757718
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 20:00:00",3763818139.9733334,3164298351.234665
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 21:00:00",3759069554.3129253,3367212151.099673
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 22:00:00",3835090915.7171717,3353136664.922136
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-13 23:00:00",3758731255.5151515,2844187713.8693724
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 00:00:00",2393336354.174216,1919783278.1699333
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 01:00:00",1696073434.1548822,1417880608.70484
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 02:00:00",1701991727.0263157,1365521796.7671995
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 03:00:00",1137011720.161074,942953232.7021409
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 04:00:00",810093534.1661129,699721610.5182651
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 05:00:00",1187578683.8006644,763132778.7717793
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 06:00:00",1187314482.2895622,879911507.7853187
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 07:00:00",913700018.074074,804843656.3501009
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 08:00:00",1452611711.9733334,1035650525.0066538
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 09:00:00",1293759765.244147,1119776547.617848
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 10:00:00",1420166300.9498327,1218766985.689797
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 11:00:00",1487292691.986622,1293130007.0580018
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 12:00:00",1812712137.5785954,1532770625.6193163
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 13:00:00",1793091744.7491639,1523340520.757709
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 14:00:00",1957898173.9269104,1710338577.4206724
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 15:00:00",1906675053.3422818,1698710251.1506128
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 16:00:00",2668706060.295302,1902543423.761337
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 17:00:00",2365611128.5945945,2058314797.2800932
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 18:00:00",2920319153.230769,2378187611.619561
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 19:00:00",3209458128.4848485,2591983699.864312
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 20:00:00",3321529917.0540543,2926914524.7370753
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 21:00:00",3928908706.9288135,3128788550.018438
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 22:00:00",3410806448.88,3028827818.328791
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-14 23:00:00",3081832210.308725,2491168120.2556973
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 00:00:00",2197816694.7651005,1689689164.4613023
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 01:00:00",1665653897.5033557,1362441220.6693935
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 02:00:00",1334191451.4478114,1155090045.5149612
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 03:00:00",1228850780.2119205,966645165.9332075
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 04:00:00",920848449.8047138,764047401.0107738
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 05:00:00",811804780.96,725556317.6288487
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 06:00:00",1138742623.652174,832470143.5485973
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 07:00:00",1010259485.92,877441965.7505844
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 08:00:00",1395317307.2909698,1110997216.009695
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 09:00:00",1410867369.1353135,1235508563.6657653
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 10:00:00",1654085084.9411764,1377375430.3224318
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 11:00:00",1754608636.9023569,1455203786.6557243
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 12:00:00",2031706510.6666667,1675975876.5413861
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 13:00:00",2000217167.704698,1566622244.7098198
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 14:00:00",2022269396.841424,1635528634.0488868
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 15:00:00",2123857060.338983,1702530389.9404979
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 16:00:00",2830906734.1744967,2105647879.2293222
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 17:00:00",3640674119.8653197,2196984180.115514
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 18:00:00",2735201514.541806,2409716555.64761
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 19:00:00",3403788413.8305087,2797064279.1039424
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 20:00:00",4136198512.9568105,3309741097.824685
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 21:00:00",4308160311.191919,3466251229.7049255
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 22:00:00",3705816215.236842,3198795793.5414352
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-15 23:00:00",3168839642.5519714,2600677701.1819215
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 00:00:00",2355436493.197279,1826368876.7369163
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 01:00:00",1668616646.006734,1318863123.7073903
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 02:00:00",1384802505.8208954,1150070568.022842
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 03:00:00",1174586794.6470587,943084713.586127
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 04:00:00",878607243.5652174,747022909.024022
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 05:00:00",1153331069.2624586,846305649.1399466
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 06:00:00",1027307890.204947,814408588.8606089
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 07:00:00",1105290944.9395974,935030050.106902
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 08:00:00",1287616341.2862191,1077358322.9060545
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 09:00:00",1685441101.3333333,1332977908.9291127
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 10:00:00",1731027306.6138613,1428407302.3148804
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 11:00:00",1839745535.8726115,1410375615.1597297
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 12:00:00",2225771964.9736843,1773622852.7423506
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 13:00:00",2262831577.792642,1923728262.2717922
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 14:00:00",2256815454.1369863,2113730211.0400772
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 15:00:00",2252837225.852349,2111363646.254074
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 16:00:00",2662798492.134228,2514389442.1701794
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 17:00:00",2692755242.6410255,2510634160.520513
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 18:00:00",3679970594.4324327,3075893636.122032
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 19:00:00",3598933507.0666666,3245518734.348995
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 20:00:00",4273674866.419244,3706829837.9407163
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 21:00:00",4101721505.260274,3749440962.4045362
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 22:00:00",3988788967.1358886,3583579066.9028473
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-16 23:00:00",3251922647.944056,2823928486.3535466
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 00:00:00",3838689928.832215,2342835268.8364644
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 01:00:00",1977955699.0789473,1527689821.9478652
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 02:00:00",1277070503.4054055,1161124865.817021
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 03:00:00",1115656875.4084506,979357786.1736358
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 04:00:00",889713415.2894737,806531270.6689898
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 05:00:00",873771986.1224489,815854289.9194113
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 06:00:00",1239471366.08,983765150.2356207
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 07:00:00",1207424155.1014493,1049589906.5336816
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 08:00:00",1343733255.1733334,1209147892.600284
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 09:00:00",1434531599.663158,1286641919.276936
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 10:00:00",1616372885.0810812,1372992939.1113064
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 11:00:00",1601325790.5723906,1428993144.5358663
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 12:00:00",1536791480.56,1470516669.6238687
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 13:00:00",1692936490.16,1544147497.2383027
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 14:00:00",1764711008.770764,1670750115.6381328
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 15:00:00",2119204961.5342467,1830767199.9531121
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 16:00:00",2728053623.8383837,2246884786.321289
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 17:00:00",2617800000.936455,2356933334.8228426
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 18:00:00",2581811138.4383564,2459045872.315594
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 19:00:00",3254245211.9843135,2814249703.590191
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 20:00:00",3902908720.682594,3289648148.595503
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 21:00:00",3915878178.585859,3720989672.438458
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 22:00:00",3904310467.6,3589851939.5840263
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-17 23:00:00",3139540127.299663,2803755058.373872
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 00:00:00",2192598662.09396,1820362969.106901
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 01:00:00",1728602968.7567568,1406530511.6630802
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 02:00:00",1242824840.9127517,1105968539.6257124
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 03:00:00",1140804123.8120806,997515523.8005223
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 04:00:00",930790367.1409396,857221717.9187864
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 05:00:00",1049180920,883102792.516001
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 06:00:00",980084041.8316498,870478388.046039
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 07:00:00",1056221695.5151515,956277741.9500021
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 08:00:00",1358543887.84,1226431408.6843393
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 09:00:00",1507795874.6394558,1351733625.0353448
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 10:00:00",2325531456.3733335,1680874756.221703
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 11:00:00",1513719422.1351352,1439002986.1247227
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 12:00:00",1735838646.4864864,1565891078.1462333
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 13:00:00",2277485935.1438127,1915481678.7199602
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 14:00:00",2022426299.704698,1935333744.3414567
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 15:00:00",2782286254.56,2087099963.3446567
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 16:00:00",2207195780.8533335,2127080897.5408645
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 17:00:00",2128995859.8272426,2088075401.6663823
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 18:00:00",2416434536.4752474,2275112487.395642
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 19:00:00",2525013512.053872,2421579300.5608015
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 20:00:00",3071529833.3333335,2849329912.218547
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 21:00:00",3286944804.939597,3127127549.8844643
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 22:00:00",3421593609.173333,3221394721.1994176
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-18 23:00:00",3039915924.05298,2750099908.61234
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 00:00:00",2169188585.912458,2064095435.8549652
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 01:00:00",1965068723.6216216,1736822330.0647557
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 02:00:00",1586782532.9169436,1319921150.9921174
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 03:00:00",1124420702.1208053,981055340.6606247
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 04:00:00",959477447.919463,846347738.0189843
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 05:00:00",792240539.641196,748380952.927435
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 06:00:00",889230358.9225589,785749169.7588093
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 07:00:00",1076399916.161074,957097041.9365487
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 08:00:00",1555469002.6397307,1253084147.359079
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 09:00:00",1829253758.56,1401982324.7175398
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 10:00:00",1763978294.5866666,1456092981.6911495
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 11:00:00",1829538436.929293,1566641945.3187063
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 12:00:00",1688371666.5695364,1640943232.9427326
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 13:00:00",2041453341.9466667,1849654945.9638913
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 14:00:00",2108379094.9139073,1982848948.8087187
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 15:00:00",2526441327.353535,2195302054.046684
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 16:00:00",2251263020.4832215,2106899168.8380637
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 17:00:00",2599191038.410774,2334424482.73849
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 18:00:00",2764982677.1371236,2524434413.9623747
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 19:00:00",2901146269.063973,2831537646.853871
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 20:00:00",3093802215.7607975,2981695355.8742433
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 21:00:00",3197058413.6611295,3049150494.3913937
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 22:00:00",3206910791.306667,3056065954.5670047
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-19 23:00:00",2818545530.5034013,2559876536.3773975
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-20 00:00:00",2231439506.147651,1859886898.9083521
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-20 01:00:00",1642651235.3131313,1460043276.295895
nl-xy-switch-01,GigabitEthernet12/0/2,"2025-07-20 02:00:00",1209765775.4133334,1073039945.8499368
